CNPJ,NOME FANTASIA,SITUAÃÃO CADASTRAL,CNAE 1,CNAE 2,UF,Municipio
48091347,DRI PECAS,2,4530703,3313902,RS,8841
48096231,,2,4399103,"4330402,4330404",RS,8841
48103594,DDS CONSULTORIA E DESENVOLVIMENTO,2,6201501,"8599603,6204000,6209100",RS,8841
48113775,EMI3 MIDIA,2,7319002,4751201,RS,8841
33317501,CENTRO DE SAUDE VIDA CARD,2,8630502,"8211300,8630503,8630504",RS,8841
48114787,,2,4789099,"4781400,4772500,4782201",RS,8841
48121162,JK ESTRUTURAS METALICAS,2,2542000,"4712100,2512800,3103900,4322303,2599399,4322301,2539001,1629301,9529105,4744001,4744099,1622699,2532201",RS,8841
48130375,MI MODAS,2,4781400,4772500,RS,8841
48131441,THELMA NAIL,8,9602501,,RS,8841
48146481,,2,7319002,,RS,8841
48148172,CAMII,2,9700500,,RS,8841
48153887,ISLLYN CAR,2,4520002,,RS,8841
48160110,MARY FORRATI PERSONALIZADOS,2,1749400,,RS,8841
48160406,,2,4930202,"4930201,0161003",RS,8841
48172467,CARINA VIEIRA,2,9700500,,RS,8841
48179802,,2,6810201,"6810202,6463800,6462000",RS,8841
48181337,,2,8219999,4781400,RS,8841
48191815,,2,7319002,,RS,8841
48199093,CORACAO VALENTE,2,4755502,"1412602,1422300,7723300,1340599",RS,8841
48206019,STUDIO HUMA,2,1821100,,RS,8841
48209273,DENISE MENEZES,2,5819100,7319002,RS,8841
48212580,MARQUES SERRALHERIA,2,2542000,,RS,8841
48216814,MMR SERVICOS,2,2542000,2599399,RS,8841
48225368,,2,6462000,"6810201,6810202",RS,8841
48229864,STUDIO TATY CORREA,2,9602502,,RS,8841
48231458,,2,9001902,8230001,RS,8841
48245326,KAROLINE RISSELE HENRIQUE DE ALMEIDA,2,8599603,"9511800,6190699",RS,8841
48251050,,2,7319002,,RS,8841
48270141,GPS SOLUCOES ELETRICAS,2,4321500,"2740602,6190699,3314707,3313901,3314710",RS,8841
48276377,,2,8230001,,RS,8841
48278773,MINIMERCADO CLAUDINHO,2,4712100,"4781400,4789099,4723700,4755502,4755503",RS,8841
48279945,M.E ASSESSORIA ADMINISTRATIVA E FINANCEIRA,2,8219999,8599604,RS,8841
48290655,,2,8230001,,RS,8841
48292843,,2,8230001,,RS,8841
48301748,HARMONIA SINDICO PROFISSIONAL,2,6822600,7020400,RS,8841
48305162,DOIS CORACOES LANCHES,2,5620104,,RS,8841
48309414,CUCA PRESTADORA DE SERVICOS,2,4399103,"4321500,4330404,4330405,4322301,4330499",RS,8841
48350726,TERAVIT,2,4729699,"4789002,1122403,4723700,1031700,1033301,1033302,1032599,4772500,1099605,5611203,4789004,4789005",RS,8841
48381421,JCB JUDO,2,8599699,,RS,8841
48389060,,2,8550302,8599699,RS,8841
26777277,EDIFICIO LUCI,2,4110700,,RS,8841
48401254,OBA FOOD SERVICE,2,1091102,"4721102,5611203",RS,8841
48406688,DANIQUIM E CIA LTDA,8,4755503,,RS,8841
48408313,DECOR COLORS SANTA MARIA,2,4741500,"4789003,4789099,4759801,4754701,4754703,8592999,4330404,4744099",RS,8841
48440187,COBRA,8,4781400,,RS,8841
48456110,3S PINTURAS E REFORMAS,2,4330404,"7721700,8130300,2542000,3101200,4321500,4322301,4399103,0161002,0161003,3329501",RS,8841
48456918,FOME DE QUE?,2,1091102,"5620104,5620101,4729699,5612100,4724500,1091101",RS,8841
48457847,DJ PAVANELLO,2,9001906,,RS,8841
48472068,LS ACAI,2,1096100,,RS,8841
48473139,,2,5212500,"4930204,4930201",RS,8841
48481723,DIEGO CS,2,8230001,,RS,8841
48492848,SOFI,2,4781400,,RS,8841
48494332,CAEH,2,8599604,"8650003,8650002,8650005,9002701,8650004,8650006,6209100,8211300,8592999,8599699",RS,8841
48498544,CRUNCHIES PASTEL RODIZIO,2,5611203,"5611204,5620104",RS,8841
48499567,YAN JACQUES PEDROSO,8,4520007,"4520003,2950600,4930201",RS,8841
48524388,JM PINTURAS AUTOMOTIVAS,2,4520002,,RS,8841
48533078,,8,4618401,,RS,8841
48534669,DM REPRESENTACOES,2,4744099,4930201,RS,8841
48534953,PUDIM DA JO,2,1091102,5620104,RS,8841
48542768,,2,1821100,"5819100,5811500,5812302,5912099,5812301,5813100",RS,8841
47322736,IMPERIO BEBIDAS E CONVENIENCIA,2,4723700,,RS,8841
48548260,,2,4789004,"4789002,4789099,4789001",RS,8841
48555214,BUTECO 201,2,4723700,,RS,8841
48557852,TRATARME,2,7490104,"6319400,6311900,8599699,8230001",RS,8841
48559297,,2,8112500,,RS,8841
48560225,,2,8712300,,RS,8841
48563267,,2,9602501,,RS,8841
48568718,BOUTIQUE CAFFE,2,4781400,"4789001,4782202,4782201",RS,8841
48576943,C M TRANSPORTES,8,4930202,"4930204,4930201",RS,8841
48585945,,2,5612100,,RS,8841
48592076,CONVI EXPRESS,2,9602501,"9602502,4772500",RS,8841
48597582,ANDRE LUIZ ALVES REPRESENTACOES,8,5819100,8219999,RS,8841
48606500,,2,8610102,"8630501,8630502",RS,8841
48606955,PETMIA,2,9609208,"7500100,4729699,4771704,4781400,4789004",RS,8841
48608808,ANDERCAR,2,4520001,,RS,8841
48611544,,2,8650004,"8650002,9313100,8650099",RS,8841
48612982,ZIG ENCANADOR E PRESTACAO DE SERVICO,2,4322301,4520005,RS,8841
48613535,,2,8129000,,RS,8841
48617216,GRAZI,2,9700500,,RS,8841
48631038,MINI MERCADO GARAGEM,2,4712100,5620104,RS,8841
48631793,SECO BATERA,2,4929901,,RS,8841
48635531,,2,9602502,,RS,8841
48642785,CONSTRUTORA QUADRATTA,2,4110700,"4120400,6810201",RS,8841
48645365,,2,4520005,,RS,8841
48646217,ASP,8,5229099,,RS,8841
48648848,MORAES SERVICOS,2,9609299,8291100,RS,8841
48665104,MP INSTALACOES ELETRICAS,2,4321500,,RS,8841
48678651,EMPIRESHOP,8,7319002,"4789099,4772500,4781400,4751201,4759899,4755502,4755503,4763602,4763601,4753900,4754703,4782201,4783102,4783101",RS,8841
48680657,CAO SHOP RACAO LTDA,2,4789004,,RS,8841
48686254,S &S TRANSPORTES,2,4930202,,RS,8841
48696077,ISOLETE,2,5612100,,RS,8841
48698190,AUTO ARTS,2,9609299,4520005,RS,8841
48712136,MARCELO LUIZ ENGENHARIA,2,7112000,7119703,RS,8841
48712359,GTHREETECH,2,8599699,"4752100,9511800,4751201,8599605,8599604,9512600,8599603,8593700",RS,8841
48718926,LOGISTICA YORRAN,8,5320201,"5320202,9329899",RS,8841
46802578,DESENTUPIDORA LC,2,4399103,"8130300,2542000,3101200,4729699,4321500,4322302,4322301,4759801,5611204,4330404",RS,8841
48748593,,2,9602501,,RS,8841
48753020,PRESENCA TRANSPORTES RODOVIARIO DE CARGAS,2,4930202,,RS,8841
48753814,,2,7319002,8291100,RS,8841
44667132,,8,4930202,4930201,RS,8841
48763612,DUPLEX 44,2,5590699,"4723700,5611205",RS,8841
48768267,MRR REPRESENTACAO,2,4619200,"7319002,4712100,4691500,5620104",RS,8841
48771907,,2,8112500,,RS,8841
48790660,K9 NETWORKS,2,9511800,"4751201,7739099,6209100,6311900,6201502,4221904,6319400",RS,8841
48791887,,8,4712100,4723700,RS,8841
48794615,,2,5229099,,RS,8841
48795688,IMPHAR BUSINESS CLUB,2,7490104,"8599604,8230001,7319002",RS,8841
48807973,ATHENAS STORE,2,4781400,,RS,8841
48810880,ESTETICA E POLIMENTOS AUTOMOTIVOS,2,4520005,,RS,8841
48811678,BARBEARIA OLDSCHOOL,2,9602501,,RS,8841
48813431,,2,4619200,,RS,8841
48823565,STANISLAWSKI SOLUCOES EM TI,2,6190699,"9511800,8599603",RS,8841
48841072,ALINE ESTETICA E PROFISSIONAL EM ALISAMENTOS,2,9602501,,RS,8841
48848278,AV COMMERCE,2,4789007,,RS,8841
48858618,AG AUTO PARTS,2,4530703,"4530701,4530704",RS,8841
48870001,FELIPETO,2,5320202,,RS,8841
48871940,,2,4399103,,RS,8841
48877139,SORVETERIA DA IVA,2,4729699,9700500,RS,8841
48885861,BARBER HOUSE,2,9602501,,RS,8841
48904454,TRENDY STORE,8,4781400,,RS,8841
48912065,DISTRIBUIDORA RODRIGUES,2,4723700,,RS,8841
48924379,,2,5229099,1412602,RS,8841
48928952,SARTURI TRANSPORTE E CIA,2,4929902,,RS,8841
48929538,,8,4520001,,RS,8841
48935082,,2,8712300,,RS,8841
48939448,,2,8219999,"7319002,8599604",RS,8841
48952699,,2,4120400,,RS,8841
48956307,JENIFER HOFMANN DA SILVA TERAPEUTA OCUPACIONAL,2,8650005,,RS,8841
48962571,MERCADO NAGERA 02,2,4712100,"4723700,4721103,4789005",RS,8841
48971554,,2,8712300,,RS,8841
48972379,SARA GOMES VIAGENS,2,7911200,3299099,RS,8841
48982489,REICOR COMERCIO E ATACADO DE TINTAS E SUPLEMENTOS,2,4741500,"4649499,1340599,1413401,1413402,1813001,2621300,2631100,3292202,4511103,4520001,4530701,4530703,4541202,4541206,4542101,4623109,4637199,4639701,4641901,4641902,4642701,4673700,4679699,4691500,4744001,4744005,4752100,4753900,4755501,4755502,4757100,4759899,4763604,4774100,4781400,4782201,4783102,4789005,5620102,6201501,9521500,4642702,4643501,4644301,4645101,4645103,4646002,4647801,4647802,4649401,4649402,4649404,4649408,4651601,4651602,4652400,4662100,4663000,4664800,4669999,4672900,4742300,4744003,4744099",RS,8841
48983147,BOELTER TRANSPORTE,2,4930201,,RS,8841
48983556,,2,4520001,"4520007,4530703,4530704,4520002",RS,8841
48992690,VEMPET,2,4789004,4781400,RS,8841
49014380,ARTEBETO,2,1629301,"2330399,2219600",RS,8841
49041660,,2,8650002,"8219999,8211300,8599604,7020400",RS,8841
49046292,CARLOS DE CASTRO,8,4930201,"5320202,5212500,5229099,9609299",RS,8841
49049167,NV PRESTADORA DE SERVICOS,2,4930201,,RS,8841
49064317,MERCADO DOTTO,2,4712100,"4721102,4722901",RS,8841
49064699,L E I - LAVAGEM DE VEICULOS,2,4520005,,RS,8841
49065344,,2,8599604,4761001,RS,8841
49072730,CCR,2,8291100,,RS,8841
49074690,JH SERVICOS EM ALVENARIA E REPAROS EM GERAIS,2,4399103,"4321500,4330404,1622699,0161002,0161003",RS,8841
48412864,PET RESORT CENTRAL VET,2,9609207,,RS,8841
49083434,PLENISERV,2,7490104,7319002,RS,8841
49089869,,2,6462000,,RS,8841
49096715,ESSENCES BEAUTY,8,9602502,,RS,8841
49111337,GUILHERME CHAVES,2,5229099,,RS,8841
49117461,ADONES JUNG,2,2542000,2512800,RS,8841
49117863,MARCIA REJANE FERREIRA ALVES,2,8230001,,RS,8841
49124458,POINT EBLING'S,2,4723700,"4789099,4721103,4763604,4759899,4721102",RS,8841
49124715,,2,4789004,7319002,RS,8841
49144189,,2,8112500,,RS,8841
49150859,RA PINTURAS,2,4330404,"4399103,0161002,0161003",RS,8841
49157323,V R INSTALACOES HIDRAULICAS,2,4322301,"4742300,4744003,4321500",RS,8841
49167028,STYLUS MOVEIS,2,3101200,"4744002,3329501",RS,8841
49171631,,2,9602502,,RS,8841
49187569,ONEIDE DOS SANTOS,8,8592999,"8599699,8592902,8230001",RS,8841
49192779,IC GESTAO IMOBILIARIA,2,7319002,,RS,8841
49198706,MR PRESTADORA DE SERVICOS,2,4399103,"2542000,4321500,4322301,2599301,4399199,4330404,4330405,1622699",RS,8841
49207077,TMR&FRG,2,9511800,"5819100,8599699,6190699,8599605,8599603,8219999",RS,8841
49226372,TWO FAST TWO FURIOS,2,4929901,,RS,8841
49233725,,2,5819100,"7319002,8599604,8219999",RS,8841
49273834,ANA MEDIANEIRA - CUIDADOR(A) DE IDOSOS,2,8712300,,RS,8841
49279910,PISCINA UNDERGROUND,2,8230002,,RS,8841
49285063,JOSIMAR ROSSINI,2,8230001,,RS,8841
49291007,PIPPI EVENTOS,2,8230001,,RS,8841
46893801,,2,2349499,"4755502,2391503,2599399,4754701,1351100,1629301,1629302,2541100,2399101,2532201",RS,8841
49298836,,8,6202300,6201501,RS,8841
49302054,,2,8219999,,RS,8841
49312851,ENDREW'S ESPORTES,2,4763602,"4781400,4789099,4755503,4782201",RS,8841
49321606,WINICIUS OLDENBURG,8,5620104,,RS,8841
49327581,,2,7319002,0161099,RS,8841
49335710,ESTOFARIA CLEMENTE,2,9529105,,RS,8841
49350125,PINHEIRO MACHADO PAPELARIA E BAZAR,2,4761003,"4755502,4763601,4789007",RS,8841
49353084,MASTER - SERVICOS GUINCHO E IMPLEMENTOS AGRICOLAS,2,5229002,"4512901,7490104,3314711,4789099,4661300",RS,8841
49356620,,2,5229099,4930202,RS,8841
49358791,CONSTRUMETAL,2,2542000,,RS,8841
49361190,MAMMUT SUPLEMENTOS,2,4729699,"4723700,4763602,4781400",RS,8841
49369731,MOVA-SE,2,8690901,,RS,8841
49378248,DAIANE PRESENTES,2,4713002,,RS,8841
49384246,VASCONCELLOS E SOUZA,2,4399103,"4322301,4330402,4330404",RS,8841
49400077,,2,5320202,,RS,8841
49408470,PREMER,2,8599699,"8599605,8660700,8299799",RS,8841
49409547,FLAVIO REFORMAS EM GERAL,2,4330405,,RS,8841
49428085,,8,8712300,,RS,8841
49439252,,2,7420001,4789008,RS,8841
49442769,MP REPRESENTACOES,2,7319002,,RS,8841
49450198,CLINICA INFANCIA TERAPIA OCUPACIONAL,2,8712300,8599604,RS,8841
49453138,CONDOMINIO CAMINHO DA SERRA,2,8112500,,RS,8841
47057979,,2,4712100,"4722901,4723700",RS,8841
49455675,,2,5320202,,RS,8841
49456421,PAULO AVILA,2,7319002,"4530703,4530704,5611201",RS,8841
48401254,OBA! E MUITO BOM - 01,2,4721102,"1091102,5611203",RS,8841
49467767,PALAVERA,2,5811500,"8599699,5813100,8593700",RS,8841
49473849,ARTESANAL FIT,2,7319002,,RS,8841
48731326,ELO IMOVEIS SM,2,6821801,6821802,RS,8841
49493643,,2,4930201,,RS,8841
49501675,BELLISSIMA BEAUTY,2,4772500,,RS,8841
49529610,PATRICIA,2,7319002,,RS,8841
49531706,BRAGAS TI,2,8599603,,RS,8841
49534046,USITEK,2,2861500,4520001,RS,8841
49535435,,2,6911701,,RS,8841
49541966,,2,4299599,7112000,RS,8841
49543647,,2,9700500,,RS,8841
48401254,OBA! E MUITO BOM - 04,2,4721102,"1091102,5611203",RS,8841
49556492,,2,7990200,8211300,RS,8841
49558009,ANDRESSA DORNELES,2,9609299,,RS,8841
49575059,RAPHAEL VALDEZ,2,5320201,,RS,8841
49578253,,2,4721104,"4679699,4712100,4721102,4721103,4729699,4744099,4763601,4772500,4789001,4789005,5250801,9313100,9329804",RS,8841
49597659,,2,9001902,8592903,RS,8841
49609725,,2,8219999,,RS,8841
49615559,ANTONELLO'S,8,5620104,,RS,8841
49619214,,2,9602501,"4781400,4772500",RS,8841
49622583,,2,9529106,"3211602,1529700,4781400,4789001,2599399,2349499,1629301,3299006,3299099,3212400,1359600,4783101",RS,8841
42446277,,2,4930202,4930201,RS,8841
49647335,,2,8593700,,RS,8841
49653369,,2,8219999,"1529700,8599604",RS,8841
49659098,RG PRESTACOES DE SERVICOS,2,2542000,"2599301,2539001,4399199,4399103",RS,8841
49662312,XIS DA TATI,2,5611203,,RS,8841
49672755,,2,9512600,"3314706,4322302",RS,8841
49676834,A&M LOG SERVICE,2,5320201,"9511800,8130300,4789099,3101200,8129000,9609299,4330404,0161002,3329501,5620101,4321500,4322301,5229099,4399103,1622699",RS,8841
49677522,VLOBB COMMERCIAL GROUP,2,8599604,8230001,RS,8841
49728575,PICA-PAU CONSTRUCOES,2,4399103,,RS,8841
49735395,DT SERVICE,2,4330404,,RS,8841
49737121,LETICIA LANGERIES E ACESSORIOS,2,4781400,,RS,8841
49744825,,8,5229099,,RS,8841
49746609,GM,2,2542000,,RS,8841
49768451,GENESIS PAPELARIA,8,4761003,,RS,8841
49768876,J D BEBIDAS,2,4723700,"5611203,8230002",RS,8841
49775368,,2,7500100,,RS,8841
49780065,TAISSON BITENCOURT,2,1091101,,RS,8841
49783964,PJ REVESTIMENTOS E REFORMAS,2,4330405,"4330404,4399103,1622699",RS,8841
19264310,,2,9430800,"6010100,8730199,9493600,9499500",RS,8841
49793362,,2,8230002,8230001,RS,8841
49796850,SILO BRAZ,2,7319002,"4712100,4930201,0161003",RS,8841
49803734,MECANICA ROSSINI,2,4520001,"4732600,4530703,4530704",RS,8841
49812501,CRECHE PARA IDOSOS - ROSAS DO DESERTO,2,8712300,,RS,8841
49817645,,2,7319002,,RS,8841
49832379,TRADING CORE BRASIL,2,6462000,"6461100,6491300,6810202,6810201,6499999,7490104",RS,8841
49841427,KATCHAU FAST DELIVERY,2,4930201,,RS,8841
49846600,,2,4781400,"4789099,4755503",RS,8841
49874636,LC CRED,2,7319002,8219999,RS,8841
49875061,GRINGA PRODUTORA,2,9001906,,RS,8841
49875122,,2,7500100,,RS,8841
49887872,COUGO FILMS,2,7420004,"5912099,7420001",RS,8841
49887883,LILA WONDERFUL,2,4772500,,RS,8841
49901140,DOCE CUCA,2,5612100,,RS,8841
49904702,GF EMPREENDIMENTOS,2,1091101,5620104,RS,8841
49910728,K E A DECORACOES E LOCACOES,2,7721700,,RS,8841
49938005,,2,4713002,"4721104,4729699,4781400,4789001,4930201,4930202,7020400,7490104,7740300",RS,8841
49947208,,2,4781400,"4782201,4782202",RS,8841
49948753,SOS PINTURAS,2,4330404,"4322301,4399103",RS,8841
49970691,,2,9511800,,RS,8841
49972605,AR SERVICOS,2,4322303,"4742300,2542000,4744003,4321500,4322302,4741500,4754703,4744001,3321000,4744099",RS,8841
49986272,A C TRANSPORTES LTDA,2,4930201,,RS,8841
49990119,GUGA'S ENTREGAS,2,5320201,5612100,RS,8841
49997799,SANDALIARIA,2,4782201,4781400,RS,8841
49999662,JM MONTAGENS,2,3329501,,RS,8841
50024883,ENERGIA & CORPO,2,9602502,9602501,RS,8841
50030340,,8,9609299,,RS,8841
50037713,RENOVA HOJE,2,7319002,,RS,8841
50049705,VERA UNHAS,2,9602501,9602502,RS,8841
50071183,,2,8299799,,RS,8841
50075518,CROCHES DA FRAN,2,1422300,,RS,8841
50082770,CAMILESPORTO,2,9602501,,RS,8841
50090326,MARQUES PRODUCOES,2,8230001,9001906,RS,8841
50090468,,2,9529105,,RS,8841
50095794,GIANCARLO COSTA - ANUNCIOS ONLINE,2,7319002,,RS,8841
50095976,COMIDINHA NATURAL,2,4789004,1096100,RS,8841
50098670,ROSA VERMELHA ARTIGOS RELIGIOSOS,2,4789099,,RS,8841
50102699,PIA DOS FRANGOS,2,4724500,,RS,8841
50113517,GABRIEL MSM,2,5819100,8219999,RS,8841
50114193,FE BUENO ESCOLA DE PATINACAO,2,8592999,"9001906,4781400,8599699,9329899,8230001",RS,8841
50116560,ELAINE,2,8712300,,RS,8841
50119969,,2,8219999,"9511800,7319002,4773300,0161003,4752100,5912099,4751201,4759899,8599603,4763602,4754701,4782202,4789007",RS,8841
50132389,SONHO MEU,2,4721102,1091101,RS,8841
50143797,GM CONSTRUCOES,2,4399103,"4322301,4330404",RS,8841
50157508,EGIDE CLINICA DE ACOLHIMENTO DE LONGA PERMANENCIA,2,8711502,"8711501,8711505,8730102,8730199,8720499,8720401,8630503,8712300,8599699,9602502",RS,8841
50158515,,2,5229099,"4930204,4930201,4930202",RS,8841
50169079,IMPERLOPES,2,4329105,"4322302,4322301,2539002,3314702,4330403,4330404,4330405",RS,8841
44070079,DELICIAS DA NEGA,2,5611203,"4723700,5611204",RS,8841
50198007,,2,5819100,,RS,8841
50203911,FECK ALINE,2,9700500,,RS,8841
50210787,,2,8130300,,RS,8841
50217273,,2,4761001,"6319400,7319002,8599604",RS,8841
50219262,ADELMO CALDEIRA RODRIGUES,2,4399103,"2330399,2391501,4321500,2391503,4322301,4330404,3299099,4330405,1622699",RS,8841
50226191,EDUARDA PETTER,2,9609299,"4321500,4520005",RS,8841
49896161,FERRAGEM AURORA,8,4744001,4744099,RS,8841
50240617,,2,7319002,,RS,8841
50244816,,8,4930202,"4930204,4930201,4930203",RS,8841
50245977,MRR ENTREGAS,8,5320201,,RS,8841
50254011,CONNECTA EXPRESS,2,4930202,"4930201,5211701,5211799,4511102,4651601,4751201,4652400,4669999",RS,8841
50254753,JF LIBRAS,2,7490101,,RS,8841
50255650,BRUNO SERVS,2,4322302,4321500,RS,8841
50257303,BUENA CHAPA,2,5611205,5611201,RS,8841
50262878,,2,6462000,,RS,8841
50282400,,2,6821801,,RS,8841
50296424,,2,5620104,,RS,8841
50317416,,2,3314711,9700500,RS,8841
50323272,IENSEN SUSHI,2,5620104,,RS,8841
50326356,ANTONIA MOTTA ROTH LTDA,2,8650003,,RS,8841
50330173,,2,4721103,"1096100,5612100,4724500,1052000",RS,8841
50330918,,2,9700500,,RS,8841
50336795,FELIPE SENSEVER ODONTOLOGIA,2,8630504,,RS,8841
50347221,,2,9313100,8599604,RS,8841
50351318,SIRLAC TECNOLOGIA,2,8599603,"4751201,6202300,6203100,6204000,6209100",RS,8841
50351637,PHOENIX MANUTENCOES E SERVICOS,2,3321000,"3314702,3314711",RS,8841
50355855,LEMOS TRANSPORTE,2,4930201,,RS,8841
48240586,PET FAMILY,2,4789004,"4771704,7500100,9609208,8219901,4761003,4751201",RS,8841
50376863,PRIORIZA SINDICOS PROFISSIONAIS,2,7020400,6822600,RS,8841
50378758,YASA'I SUL,2,1053800,,RS,8841
50378823,TRANSPEREIRA,2,4930201,5212500,RS,8841
50378897,CLEDEU SILVEIRA,2,4520001,"4732600,4520007,4530703,4530704,4520003",RS,8841
50389299,PANDASTORE CONSULTORIA & VENDAS,2,7319002,"5819100,4752100,5620104,4789099,4763602,4923001,8219999,4744001,4789007",RS,8841
50410995,,2,8650005,,RS,8841
50419405,Z LINE,8,4757100,"4752100,4781400,4751201,8599605,8599603,4753900",RS,8841
17298092,,2,6422100,,RS,8841
50438988,,2,8111700,8011101,RS,8841
50441058,OFICINA OLIVEIRA,2,4520001,"4543900,4330403,4330404,4520002",RS,8841
50442411,ARQ MOZZA4,2,7111100,"7410202,7119703",RS,8841
50452279,D_LONDERO,2,5819100,,RS,8841
50455268,DOLCE FASCINO CONFEITARIA - FESTAS E EVENTOS,2,1091102,"5620104,1091101",RS,8841
50463318,ROSE,2,9700500,,RS,8841
50472708,,2,7490104,4618499,RS,8841
50485533,D E U S A,2,4723700,"4729601,4729699,5611205",RS,8841
50489724,LIVIA BRENNER,2,4781400,,RS,8841
34028316,CLI SANTA MARIA,2,5310501,,RS,8841
50499056,JOSE OTAVIO,2,8599699,,RS,8841
50500796,MELIFE,2,9511800,"4752100,6190699,4751201,4321500,4751202,4759899,7733100,8599603,9512600,4929902,4789007",RS,8841
50504890,SANTA PECADO PUB BAR,2,5611201,"5620104,5620103,5620101,4724500,5611203,5611205,8230002",RS,8841
50520928,BIBI VESTUARIO,2,4781400,,RS,8841
50528627,LAVAGEM DO CHICO,2,4520005,,RS,8841
50553250,OLIARSKI TRANSPORTES,2,4930201,5212500,RS,8841
48747538,SOULCHEF,2,5620104,"8599699,5620101,8230001",RS,8841
50580581,MAURILIOTECH,2,4752100,9512600,RS,8841
50588517,VIERA PINTURAS,2,4330404,"4322301,4330402,4399103",RS,8841
50594333,RAUANA SERVICOS VETERINARIOS,2,7500100,4619200,RS,8841
50597407,,2,8219999,"6399200,5819100,5812302,5912099,7319002,5813100,8230001",RS,8841
50598836,BTW CURSOS E PRODUTOS DIGITAIS,2,8599604,,RS,8841
50604786,PARQUE DE EVENTOS FELTRIN,2,9329801,"9001902,9319101,9329899,7739003,5611205,4723700",RS,8841
50606712,GABRIELA ESTOFADORA,2,9529105,,RS,8841
50607855,ELIANDER INVEST,2,9511800,"6190699,4929901",RS,8841
50617912,,2,8112500,,RS,8841
50423483,MEU DOG FAVORITO/DOS PRIMOS /DA PATROA,2,4712100,"4723700,5612100,1013901,1091101",RS,8841
50633394,PEQUIM AROMAS,2,3299006,"4789001,4755503,4772500",RS,8841
49938005,,2,4713002,"4721104,4729699,4781400,4789001,7020400,7490104,7740300",RS,8841
50644003,EDUARDO GRACIANO,2,5229099,,RS,8841
50653361,,2,7420001,"5813100,8230001",RS,8841
50654388,,2,5320202,,RS,8841
50681755,LDM CONFECCOES,2,1412602,,RS,8841
50587901,,2,6911701,,RS,8841
50686210,,2,8650005,,RS,8841
50696552,,2,4652400,4665600,RS,8841
49938005,,2,4713002,"4721104,4729699,4781400,4789001,7020400,7490104,7740300",RS,8841
50734823,,2,5320202,,RS,8841
50736516,INCANTATTO AROMAS,2,3299006,"2330399,4729699,4772500,3299099",RS,8841
50737225,EA FERNANDES,2,4399103,"4321500,4330402,4330404",RS,8841
50741675,BELLAS & FERAS ESTETICA ANIMAL,2,9609208,,RS,8841
50747964,RZ GARAGEM ESTETICA AUTOMOTIVA,2,4520005,,RS,8841
50752084,MARCIO GRACIOLI,2,4520002,,RS,8841
50752632,,2,4930201,"5212500,5229099,4923001,5320201",RS,8841
50772740,DONATO DISTRIBUIDORA DE SERVICOS ALIMENTICIOS,2,4721103,,RS,8841
50776956,CLECI STEFANO MODAS,8,4781400,"4789099,4729699,4755503,4789008,4772500,4782201,4783101,4774100",RS,8841
50777256,TARTE TATIN,2,1091102,,RS,8841
50779125,ANDERSON VICTOR INSTALACOES,2,4321500,,RS,8841
50786072,ME TRANSPORTES DE PASSAGEIROS,8,4929901,,RS,8841
50788508,JC ENTREGAS,2,4929901,,RS,8841
50801156,DMTEAM CONSULT,2,161003,4729699,RS,8841
50802655,ROSSI EMPREITEIRA,2,4330404,"4321500,4322301,4330403,4399103,4330405,1622699",RS,8841
50825906,NASCIMENTO CONSTRUCOES,2,4399103,,RS,8841
50836381,PEDI PIZZA SM,2,5620102,,RS,8841
50841368,THASSIANI PORTO,2,5819100,"5812302,5912099,8219999,8230001",RS,8841
50845468,,2,9700500,9601701,RS,8841
50846139,MINI KIDS BOUTIQUE,2,4781400,,RS,8841
50852824,JCS,2,7020400,"8219999,7490104",RS,8841
23955673,,2,4930201,"4930202,5211799,5212500,5250804",RS,8841
50863659,LANCHES DO TIO GG,2,5611201,,RS,8841
50878872,MAUREN HELENA FRANTZ BRIZOLA FAGUNDES,2,5229099,"5620104,9602501",RS,8841
50879815,LOHAN MADRUGACAR,2,5229099,"8230001,5320201",RS,8841
50883061,JBL CONSTRUCAO,2,4399103,,RS,8841
50884160,RITHIELI JACQUES NAIL DESIGNER,2,9602501,,RS,8841
50884232,,2,6821801,6821802,RS,8841
50900909,BAIXOS LAVAGEM,2,4520005,,RS,8841
50904596,SANTOS FERRAGEM,8,2543800,"4399103,1622699",RS,8841
50906969,,2,4321500,"3313901,4322301,4742300,7739099",RS,8841
50911291,,2,4321500,4329103,RS,8841
50929735,ALGIO FREITAS ENTREGAS,2,4789099,,RS,8841
50942157,LARA FLYNN SOUZA FAGUNDES,2,7490103,"7112000,7119703,7490199,8599604,8599699,8299799,7490104",RS,8841
50948461,,2,8219999,8599603,RS,8841
50955154,CRISTIAN JULIANO RAMOS PENA,2,5611201,"5320202,5611204",RS,8841
50956752,,2,6209100,"6204000,6202300,6203100,6311900,8599603,9511800,9512600",RS,8841
50957063,PIZZAS DA ADRI,2,4721102,,RS,8841
50969573,,2,9602501,9602502,RS,8841
50974868,CONTRUCAO SANTOS,2,1091101,"4330402,4399103,4330404,1622699,3329501",RS,8841
50977490,LA NONNA CONFEITARIA,2,1091102,,RS,8841
50994053,RODRIGO MAIA DA SILVA,2,4321500,"6190699,4322303,4322302,7319002,3314702,3321000,0161003",RS,8841
51002664,AMANDA BORGES,2,9602501,,RS,8841
51003040,J&J LIMPEZA EM GERAL,2,9700500,,RS,8841
51008301,BL DOCERIA,2,5620104,,RS,8841
