CNPJ,NOME FANTASIA,SITUAÃÃO CADASTRAL,CNAE 1,CNAE 2,UF,Municipio
9446858,PADARIA PORTO BELO,4,4712100,"5611203,5611204",RS,8841
9468718,,8,4541203,4541206,RS,8841
97201362,,2,4530705,"4530703,4520006,4520004",RS,8841
9495137,,4,5611203,9319199,RS,8841
9495317,ESTACAO GAS E AGUA,8,4784900,4723700,RS,8841
9513498,ESPARTA MODA URBANA,8,4781400,4782201,RS,8841
9522126,,8,4723700,5611203,RS,8841
9525231,,4,4520002,4741500,RS,8841
9531646,SANTA MARIA AUTOSOM,2,4530703,"4520007,4520003,4541206",RS,8841
37174174,CAPELANIA MILITAR DA BASE AEREA DE SANTA MARIA,2,9491000,,RS,8841
9534789,BIG LANDIA,8,4637107,"4721104,4636202,4647801,4649408,1533500",RS,8841
9541666,ROTART REPRESENTACOES DE TRATORES LTDA,4,4614100,"4661300,4623199,4530703,4511101",RS,8841
7773758,ESCOLA DE EDUCACAO PROFISSIONAL ALBERT EINSTEIN,8,8520100,8541400,RS,8841
9555205,NOEDI MODA SUL,4,4781400,"4755501,4755502",RS,8841
9564764,COMERCIAL SOUSA,2,4755502,"4755503,4754701",RS,8841
9564993,BAR DO DANILO,8,4721102,,RS,8841
9575381,BASE ADMINISTRATIVA DA GUARNICAO DE SANTA MARIA,2,8422100,8411600,RS,8841
9588041,,4,4781400,,RS,8841
9612444,MERCADO ALTERNATIVO,8,4712100,4784900,RS,8841
681475,,4,4729699,"4722901,1091102",RS,8841
9619631,,8,8610102,,RS,8841
9620122,,8,4618401,4618402,RS,8841
9630908,,8,4781400,"4755502,4782201",RS,8841
9579125,DEPOSITO DE SUBSISTENCIA DE SANTA MARIA,2,8422100,8411600,RS,8841
9641652,F R WORLD CYBER SOLUCOES GRAFICAS,4,8299707,"8219901,4761003,4723700",RS,8841
9643292,,2,8112500,,RS,8841
9644606,BIT S LANVHES,2,5611203,"5620104,4723700,5611201,9329804",RS,8841
9651686,,8,6209100,,RS,8841
9654116,CAMBHARA,4,4691500,"4755502,4755501,4755503,4789001",RS,8841
9669473,,8,9492800,,RS,8841
9669685,,8,9492800,,RS,8841
9670186,,8,9492800,,RS,8841
9670634,,8,9492800,,RS,8841
9670924,,8,9492800,,RS,8841
9671095,,8,9492800,,RS,8841
9678926,,8,9492800,,RS,8841
9680405,,8,9492800,,RS,8841
9681551,,8,9492800,,RS,8841
9681731,,8,9492800,,RS,8841
10294592,,2,9491000,,RS,8841
9721506,,4,5611204,5611203,RS,8841
10305256,,8,4619200,"4755502,4761001",RS,8841
10311607,IMAGEEM COPIAS,8,8219901,5611203,RS,8841
10314861,PEDRACON,2,4930201,"4321500,4322301,4399103,4744099,4789099,4930202,7732201,7739099",RS,8841
10316670,,8,4930202,,RS,8841
10320284,ASSOCIACAO DE CINEMA FILHOS DO VENTO SUL,2,9493600,,RS,8841
10321218,,2,8112500,,RS,8841
9815563,BRAMBIALE,2,4619200,"4399101,4617600,4721104,4729699,4744001,4744005,4744099,4755502,4755503,4759899,4763601,4772500,4781400,4789001,4789099,8599604",RS,8841
10336744,,4,4520005,"5223100,5611201,4784900",RS,8841
10339793,FABIO TRANSPORTES,8,4924800,7912100,RS,8841
10345075,RL CONFECCOES,2,4642701,,RS,8841
20257905,EDIFICIO VERONA,2,8112500,,RS,8841
94660727,FLORICULTURA FELTRIN,8,4789002,4789099,RS,8841
10357407,DAEMON WARE,8,7729201,,RS,8841
10357421,,8,9602501,9602502,RS,8841
20258830,,2,4520003,4520007,RS,8841
10717990,,8,5611201,5611203,RS,8841
10365459,,4,4712100,"4721102,4724500,4722901,4729699",RS,8841
10370184,VPR CONSULTORIA,8,7020400,,RS,8841
3051461,,4,9529103,"9529106,4789001,4783102,4783101",RS,8841
9971889,,8,9492800,,RS,8841
10379252,MAISA,8,4781400,4782202,RS,8841
10381321,,4,4712100,5611204,RS,8841
10384010,ITEP JR.,2,8599699,"7020400,8599604",RS,8841
20263222,,4,1091102,"4721102,5611203,4711302,4721103,4721104,4729699,4781400,4729601,4761002,4723700",RS,8841
10391849,JONASMED,4,4618402,,RS,8841
10392259,RUMO AGROAMBIENTAL,8,4614100,"4789002,7119701,7112000,7490103",RS,8841
5281313,,8,7490104,"6619302,8291100",RS,8841
20266370,,2,9700500,,RS,8841
9615848,4 BATALHAO LOGISTICO,2,8422100,8411600,RS,8841
10174199,,4,4723700,"4712100,4781400,4763601",RS,8841
10180113,,8,9492800,,RS,8841
10431011,LCP REPRESENTACOES,2,4789099,4619200,RS,8841
10202696,,2,4781400,4782201,RS,8841
10221713,ROCCO,4,2330302,"0810006,0810007,0810099,2330305,4744099,4679699,0990403,2320600,4930202,4930201",RS,8841
10222014,,2,8112500,,RS,8841
10254334,SPAZIO MOVEIS,2,3101200,4754701,RS,8841
10262138,SABOR DA FRONTEIRA,4,4712100,4729699,RS,8841
10267735,,4,4930202,,RS,8841
10268652,,8,6512000,"6622300,6511101,6511102",RS,8841
20273229,PETIT ROSA CRIACOES,2,4789001,,RS,8841
10280977,,4,5611204,"5611203,5620104",RS,8841
10438694,,2,3101200,4754701,RS,8841
10444548,LUCAS DOG,8,5620104,,RS,8841
10448440,JG INFORMATICA,2,6110803,"6190601,4752100,8299707,9329804",RS,8841
10463086,,2,4120400,,RS,8841
10482753,JORGE AUGUSTO MARQUES AGUIAR,4,9329801,5611204,RS,8841
10484647,,8,4619200,4615000,RS,8841
10484750,,8,6612605,,RS,8841
10494715,,4,4781400,,RS,8841
10501616,VERITAS,2,7020400,8291100,RS,8841
5493784,,8,4781400,"4789001,4782201",RS,8841
20276008,VIDRACARIA DOIS IRMAOS,8,2319200,"2330399,4743100,4744001,4742300,4741500,4744003,4744099,4754703,4679603,2311700,4330499,4744005",RS,8841
10518608,,4,5611203,,RS,8841
10532395,,4,2539001,"2449199,2930103,2861500,2443100",RS,8841
10550086,BRAVOS DO RESGATE,8,8621601,"8621602,8622400,8599604",RS,8841
10550437,SCHNEIDER INCORPORACOES,2,4110700,6822600,RS,8841
10550961,RECICLADORA DE METAIS SANTA MARIA,2,4687703,"4687702,4930201,5212500",RS,8841
10552969,MOTTA VEICULOS,8,4511101,4520007,RS,8841
10561148,CACAU SHOW,2,4721104,,RS,8841
10561905,3 X 4 DISTRIBUIDOR DE BEBIDAS,4,4723700,4789001,RS,8841
10562764,,2,8112500,,RS,8841
10565025,IMPACTO MODAS,4,4781400,"4782201,4782202,4755502",RS,8841
10278705,,2,2710402,"3313999,4757100",RS,8841
10567353,,2,3101200,"4754701,1629301,4789001",RS,8841
10568470,MINIMERCADO ARCO IRIS,8,4712100,4722901,RS,8841
5775020,X MANIA,8,5611201,"5611203,5620102",RS,8841
10571802,,4,9491000,,RS,8841
10572679,BOCA RATON,8,1412602,4781400,RS,8841
10573116,,4,4723700,4721104,RS,8841
10574501,,8,9602501,"9602502,4772500,4781400",RS,8841
10583547,ESPACO DAS COPIAS,4,4669999,"4651602,4647801,9511800,4761003,8299707,7733100,8219901",RS,8841
20279092,ROSANE DSM,8,9700500,,RS,8841
20279137,LISIROVA ASSESSORIA,2,8291100,6920601,RS,8841
8610035,,8,4617600,,RS,8841
10595648,,8,4781400,"4789001,4782201,4782202,4755502,4755503,4772500",RS,8841
10625274,FEGULE CREDI,8,6619302,6619399,RS,8841
8335183,,2,8520100,,RS,8841
10635709,TABACARIA BEIJA FLOR,8,4729601,"4721104,4723700",RS,8841
10638974,,8,4615000,,RS,8841
10639521,SANTA MARIA TECNOPARQUE,2,7490199,,RS,8841
10640363,JD RACOES,4,4789004,,RS,8841
10653290,,4,4712100,,RS,8841
10657368,,2,8640205,"8640207,8650099",RS,8841
10676945,,8,4761003,"4751201,4789001,4713002,4712100,8219901",RS,8841
20281718,NOSSO LANCHE,8,5611203,,RS,8841
10690129,POINT MIX,2,4712100,4755502,RS,8841
10709262,,2,8112500,,RS,8841
10715774,PADARIA SOARES E CIA,2,4721102,"4722901,1091102,4711302",RS,8841
10732688,,2,7732201,"7732202,4757100",RS,8841
10746186,AGUA SUL PISCINAS,2,4744005,"4789004,4781400,4782201",RS,8841
10747929,,2,8112500,,RS,8841
10748668,ACADEMIA PERFORMANCE,2,9313100,"4723700,4763602",RS,8841
10749345,,8,8599605,4761001,RS,8841
10750151,J PAIM SERVICOS,4,4120400,"4321500,4322301,4330404,4330405,4330402",RS,8841
10750342,,8,4751201,"2640000,2621300,2622100,4752100",RS,8841
10751751,,8,6201501,"6203100,6204000,6209100,6202300",RS,8841
10758009,,4,4520005,,RS,8841
10760789,,2,5320201,"4923001,4781400,5611203,5620104,4723700",RS,8841
10769754,FERREIRA LEITE CONSTRUCOES E INCORPORACOES,4,4120400,"4110700,6810201,6810202",RS,8841
354207,,8,4763601,4721104,RS,8841
10773234,SILVEIRAS AGRIBUSINESS ASSESSORIA RURAL,4,7490103,"7112000,7120100,7490104,7490199",RS,8841
10779652,,2,7311400,7319003,RS,8841
10779665,,4,4789001,4781400,RS,8841
10785430,AUTISMO & AMOR,4,9430800,"8800600,9493600,9499500",RS,8841
10786553,ARMAZEM ARTES E BORDADOS,8,4755502,"4755501,4789001,4772500,4754701,1340599,1340501,8592999",RS,8841
10807358,PITT REPRESENTACOES,2,4618401,"4617600,4618499,4781400,4782202,4755503,4763601,4763602,4782201",RS,8841
10808274,SERMED SERVICOS MEDICOS,2,8630503,,RS,8841
10820968,,8,5611201,,RS,8841
10595054,PRESIDENTE TEXAS,4,9312300,,RS,8841
10847639,MADEIREIRA GUAJUVIRA,4,4744002,"4744003,4744004,4742300,4744099,4399103",RS,8841
10847684,CORONEL CAFE,4,5611203,"5611201,1091102",RS,8841
92682038,BRADESCO AUTO/RE COMPANHIA DE SEGUROS,2,6512000,,RS,8841
10858719,MOVVE TECNOLOGIA,4,4752100,"4321500,4651601,4753900,6110899,6120502,6120501,6120599,6142600,6190601,6190699,6319400,6399200,8299799",RS,8841
10865604,NEOVASC,2,8630503,"7020400,7210000,8599604,8640207,8640208",RS,8841
4950823,,2,4743100,,RS,8841
10868929,DONA SANTA,4,5611204,"5611203,9329801",RS,8841
10879288,,8,4712100,4784900,RS,8841
10895163,AUTO ELETRICA LIBERDADE,2,4520001,"4530703,4520003",RS,8841
10911937,TECTIME - ASSISTENCIA TECNICA DE RELOGIOS E PULSEIRAS,4,9529103,9529106,RS,8841
10919894,,8,4617600,"4639701,4729699",RS,8841
10923760,SOLUCOES IMOVEIS,8,6821802,"6821801,6822600,6810202,6810201",RS,8841
10933997,,2,115600,"0111301,0111302,0111303,0111399,0151201,0151202,0153902,0154700,0161003",RS,8841
10938651,,2,4929901,,RS,8841
10949429,HUANCHACO BIER,8,5611201,"5611203,5611204",RS,8841
10953607,MONTEIRO EMPREENDIMENTOS,8,4110700,4120400,RS,8841
10954671,IVALLE,4,6311900,6399200,RS,8841
10955974,LIBRAGA CONFECCOES,4,4781400,4633801,RS,8841
10957750,REDE OTICA,8,4774100,4783102,RS,8841
10973694,CONDOMINIO DO EDIFICIO RESIDENCIAL LIBRA,2,8112500,,RS,8841
10980374,,8,8112500,,RS,8841
10988617,,2,5620101,"5620102,9329899",RS,8841
11014894,,4,4781400,"4755503,4782201,4755502,4732600,4753900,4772500,4641902,4641903,4643501,4639701,4642701",RS,8841
11016826,,4,4712100,"5611204,5611203,4687703,9329803",RS,8841
11020072,XIS BOM,8,5611203,,RS,8841
11021880,CLINICA ARDENGHY,2,8630501,8690999,RS,8841
11021966,,2,4744099,4712100,RS,8841
11036935,MERCADO DA AMIZADE II,8,4712100,4722901,RS,8841
11043224,CONDOMINIO EDIFICIO PADUA,2,8112500,,RS,8841
11046947,PINGU DE GENTE,2,4781400,4789001,RS,8841
11056998,,4,5223100,,RS,8841
11058695,R.A. COMERCIO E CONSTRUCOES LTDA,4,4744099,"4744005,2512800,4120400,4399104",RS,8841
5392710,,8,4754702,,RS,8841
11071938,NOVO LAR MOVEIS,4,4785799,"4754701,4753900,4751201",RS,8841
11366647,,2,7020400,"4321500,4322301,6622300,8219999,9200399",RS,8841
11090105,,4,4712100,"4723700,4724500,4722901",RS,8841
11095493,CLOSET,8,4781400,"4782201,4782202",RS,8841
10610167,CASA DOS VIDROS,2,4530703,"4520003,4520005,4520007",RS,8841
11098343,,8,5611204,5611203,RS,8841
11100494,FUNCIONAL,2,8219999,,RS,8841
11103752,LOKOGAS,4,4784900,"5611204,4744001,4712100",RS,8841
11109784,ANGELICA MODA INTIMA,8,4781400,"9511800,4789001,4789099,4772500,4751201",RS,8841
9525315,FERNANDO FERRAGENS,8,4744099,"4744001,4789004,4930201,8219999",RS,8841
10901894,,8,8130300,"4329104,4930201,4930203,4930204,4313400",RS,8841
11121335,OTICA RICARDO,2,4774100,,RS,8841
11127163,CRIO ESTAMPAS,1,1813099,,RS,8841
11142339,,8,7112000,"5250804,3220500,4756300,9529199",RS,8841
11145254,NANDA STORE,4,4781400,"4755503,4763601,4763602,4782201,4782202,4789001",RS,8841
11145894,SIMONE MODAS,1,1412601,1411802,RS,8841
5122053,,8,8230002,5611201,RS,8841
11170400,,4,4789099,"4781400,4789001,8130300,7490103,0230600",RS,8841
11170970,,2,4729699,5611203,RS,8841
11036343,,2,5620103,5611201,RS,8841
11191605,ZICO,2,9602501,,RS,8841
20298260,,8,4753900,,RS,8841
11216940,PETISKOS DELICIOSOS,4,4721102,,RS,8841
91826008,SURDINAS BELLE,2,4530703,4520007,RS,8841
11223012,LAN HOUSE SANTA RITA,1,8299707,,RS,8841
11227441,CAIXA ESCOLAR DA ESCOLA CASTELO BRANCO,8,8550301,,RS,8841
11233279,IRRIGASUL,2,3314711,"3329599,4789099,8230001",RS,8841
11239087,CAIXA ESCOLAR ESCOLA RUSCHI,2,8550301,,RS,8841
7838963,,8,4773300,,RS,8841
11243007,,4,5611204,5611203,RS,8841
11248102,BIG MASTER,4,4713002,,RS,8841
11256554,NA MOSCA,8,1412601,,RS,8841
11257298,CACHORRO DA BOZANO,2,5611203,5611204,RS,8841
11259972,OFICINA DA ARTE,2,2599399,,RS,8841
11267193,,2,4330405,"4330401,4330499",RS,8841
11270631,LP DESENHO E ARQUITETURA,2,7111100,7119703,RS,8841
11279151,CIA DE RODEIOS,2,9329899,"7729202,7420004",RS,8841
11055657,,4,4752100,6190699,RS,8841
11288037,OZORIO DESIGN DIGITAL,2,7410299,"5811500,5812301,5813100,5819100,5912099,7311400,7319004,7490199,8230001,8599699",RS,8841
11289541,,4,4619200,,RS,8841
11293711,CONDOMINIO RESIDENCIAL OLAVIO ROSA,2,8112500,,RS,8841
20301082,,8,8592999,,RS,8841
11300249,CIA DAS PINTURAS,1,4330404,"9529105,9529199",RS,8841
11301214,,4,4754701,,RS,8841
20301398,FRONTEIRA INDUSTRIA E COMERCIO DE MADEIRA,2,1610203,4744002,RS,8841
11322198,,4,5611204,"5611203,5620104,5611201",RS,8841
11323773,,8,4617600,"4616800,4613300,4619200",RS,8841
11334481,,8,4781400,"4712100,4782201,4789001",RS,8841
11337293,BECAMI,2,4781400,"4789001,4755502,4782201",RS,8841
11340556,ZENITH,1,4321500,"4322301,4330404,4742300,4744003,4741500",RS,8841
6802400,,8,4784900,"4729699,4520005",RS,8841
11373969,BYXOLYN,8,1359600,,RS,8841
11376151,DESCONSI FILTROS,2,4530701,4530703,RS,8841
93307312,,2,4530703,"4530701,4530702,4530705",RS,8841
11378209,,1,3103900,4754701,RS,8841
11387233,TOK DISTRIBUIDORA DE GAS,1,4784900,,RS,8841
11388241,DETALHES CONFECCOES,8,4641901,"4642702,4755501,4781400,4782201,4763601,4755503,1813099",RS,8841
11405137,RESTAURANTE E LANCHERIA TRADICIONAL,4,5611201,5611203,RS,8841
11406375,CIA DOS MONITORES,8,4751201,9511800,RS,8841
11410837,EDIFICIO MONET,2,8112500,,RS,8841
11413476,,8,4110700,,RS,8841
11431027,SANTO IZIDRO & OURO FINO CRIOULOS,2,9609208,"0152102,0162899",RS,8841
11435792,FERRAGEM WUNDER,1,4744001,,RS,8841
11439659,MERCADO TREICHA,4,4724500,"4712100,4789001,4781400",RS,8841
11450801,PANIFICADORA SANTA MARIA,4,4721102,5611203,RS,8841
11455247,,2,8112500,,RS,8841
20305968,TERRA GRAOS CORRETORA DE CEREAIS,8,4611700,4617600,RS,8841
11465364,A.T.I - INFOMATICA,4,4744001,"4742300,6311900,4399103,3329501,4322301,4789005,4744099,1813099,8219901,4751201,9511800,6201501,4789008,8299707,4753900",RS,8841
11468960,,8,6493000,,RS,8841
11475436,,2,9529105,"2539001,2542000,3102100",RS,8841
7925677,DIRK & VETUSCHI ADVOGADOS ASSOCIADOS,4,6911701,,RS,8841
11488514,SAPATARIA CONFIANCA,4,9529101,,RS,8841
11490954,SAPATARIA PAPLIA,8,9529101,,RS,8841
11492889,LILI CONFECCOES,1,4781400,"4755503,4755502,4763602,4782201,4772500",RS,8841
11503445,DINIZ AUTOSOM COMERCIO E INSTALACAO DE SOM E ACESSORIOS,2,4530703,"4520007,1623400",RS,8841
11518948,C.W.H.,8,8211300,8299799,RS,8841
20556849,SERCOR,8,7319002,,RS,8841
11528112,CRAUE BRASIL,4,6311900,,RS,8841
11540182,,2,4723700,9329803,RS,8841
11547485,,8,4782201,,RS,8841
11549216,,8,2542000,,RS,8841
11549343,CONTABIL RS,2,6920601,,RS,8841
11551555,,8,1412602,,RS,8841
11557027,,4,4399103,"4321500,4330402,4322301,2330305,4330404,4330405",RS,8841
11560609,,8,9512600,"4751201,4752100,9511800,4742300",RS,8841
11561444,,4,4789004,"4744001,4744099,4763604,4789099,4771704",RS,8841
11567261,,8,5612100,,RS,8841
11567347,,8,3319800,,RS,8841
11573721,BOEZZIO ELETROMETAL,2,4321500,"4329103,3321000",RS,8841
11587127,,8,4729699,4723700,RS,8841
11603166,EMPREITEIRA MOTA,8,4744001,"4120400,4330404",RS,8841
11636447,,4,4120400,,RS,8841
11647610,RECANTO DA MODA,2,4781400,"4782201,4782202",RS,8841
11648134,,8,4789004,4744001,RS,8841
11659194,SO BIJU,8,4729602,"4789001,4755502",RS,8841
11659761,,8,4781400,"4789001,4755503",RS,8841
11666338,ROCKY CAFE,8,5611203,5611201,RS,8841
11668713,,2,4120400,"4391600,4211101,4213800,4222701,9512600,4322302,4321500,4221905,4221903,4744099,4742300",RS,8841
11671371,"ROCHA, BRANCA MERCADO E SORVETERIA",4,4712100,,RS,8841
11676411,,2,4789004,4771704,RS,8841
10645888,KIELING MADEIRAS,8,1610203,,RS,8841
11681391,E F TRINDADE INSTALACOES ELETRICAS,4,4321500,,RS,8841
11693615,,8,4789099,,RS,8841
11704380,TRANSNUNES,2,4930202,,RS,8841
11712089,,8,9602501,,RS,8841
11717532,,4,4520001,4530703,RS,8841
11724836,WIETHAN CONSTRUCOES,2,4399103,"4330405,4330404,4399199,4322301,4330402,4321500",RS,8841
11731278,,4,4781400,,RS,8841
11756637,OUTSTORE,8,4782201,"4781400,4619200",RS,8841
11775451,,8,4752100,6190601,RS,8841
11781188,,8,8211300,8219999,RS,8841
11801247,,8,5611203,,RS,8841
11813315,,8,9529105,1352900,RS,8841
11823934,REPUBLICA DAS BEBIDAS,4,5611204,"5320202,5611203",RS,8841
11825556,,4,1742701,,RS,8841
11842327,JOSIAS DA COSTA RIBEIRO,8,8230001,"5819100,4789003,5811500,4789099,4789001,7911200,9609202,8592999",RS,8841
11852268,,2,8211300,5223100,RS,8841
11855379,CHEIA DE GRACA,2,4781400,,RS,8841
11855565,ROBERTO TRANSPORTES,2,4930202,4930204,RS,8841
11871152,BUDEGA'S BAR,4,4723700,5611203,RS,8841
11878545,,2,7319002,,RS,8841
14723871,,8,4781400,"4772500,4782201,4789099,4755503",RS,8841
11891904,PET BICHO FELIZ,8,4771704,"4789004,9609208",RS,8841
11901837,,2,4930202,"4617600,4930201",RS,8841
11906295,,8,3319800,4759899,RS,8841
11909473,BST - ADEQUACAO A LGPD E SITES GOVERNAMENTAIS,2,6209100,"4751201,6201501,6202300,6311900,7020400,7319003",RS,8841
11921183,,8,4721102,,RS,8841
11923261,INTERAGE - CENTRO DE ATENCAO A SAUDE E AO BEM-ESTAR,2,8650003,"8650004,8650006,8650005,8690999,8550302",RS,8841
11240593,CAIXA ESCOLAR DA ESCOLA ARROIO GRANDE,8,8550301,,RS,8841
11941547,MM COMERCIO DE CONFECCOES,8,4755503,"4781400,4772500",RS,8841
20321788,,2,8599604,"7020400,6203100,6319400",RS,8841
20322267,,2,8112500,,RS,8841
11975005,,8,8211300,,RS,8841
11979456,,8,4321500,"4399103,4330402,4722902,4330405",RS,8841
11979766,,8,4781400,"4789001,4782201,4782202,4755503",RS,8841
11992465,,8,4781400,,RS,8841
11358880,,8,4723700,"4722901,4789099,4729601,4721103",RS,8841
9085215,,8,9521500,"9511800,4321500,4751201,8599603,4742300",RS,8841
89823918,,2,4930202,"4930201,5211799,5212500,5250804,8292000",RS,8841
12006221,RTTR PRESTADORA DE SERVIOS,4,5212500,,RS,8841
12022369,,2,4399103,"4330405,4330404,4399199,4322301,4330402,4321500,2539001",RS,8841
12029941,CENTRO PROFISSIONAL FLORIANO PEIXOTO,2,8112500,,RS,8841
12035265,TREVO COMERCIO,4,4930202,"4930201,4637102,4712100",RS,8841
12039560,,8,4781400,4755503,RS,8841
12042272,,2,4330404,,RS,8841
12051161,,8,4781400,,RS,8841
12065658,,8,5611203,9319199,RS,8841
12072804,OLIVEIRA ASSISTENCIA TECNICA,4,3313999,4520001,RS,8841
11568930,,8,2512800,,RS,8841
12104415,FELICITA PISCINAS,2,4744005,"4330499,4744003,4789005,8129000",RS,8841
12117787,RK CONSTRUCOES E INCORPORACOES,2,4110700,"4399103,6810201,6821801,4299599",RS,8841
12127745,,2,4330404,"4321500,5611201,5611203",RS,8841
12130598,AGROPECUARIA MARQUES,8,4789004,"4789002,4744001",RS,8841
12132735,,2,4671100,"4744002,4930202",RS,8841
12134184,,4,4520001,4530703,RS,8841
12135296,,2,7732202,,RS,8841
12148907,,8,4722901,"4712100,5611201,5611203",RS,8841
94296175,MAIS ECONOMICA FARMACIAS,4,4771701,4772500,RS,8841
12170669,,8,9492800,,RS,8841
12172020,,8,9492800,,RS,8841
12172686,,8,9492800,,RS,8841
12173768,,8,9492800,,RS,8841
12181576,,8,9492800,,RS,8841
12186197,,8,4781400,,RS,8841
75315333,ATACADAO,2,4711301,"5212500,5611203,5620103,6619302",RS,8841
53026472,,8,5823900,,RS,8841
12212976,,8,4520006,5611203,RS,8841
12220969,SOUTO ASSESSORIA CONTABIL,2,6920601,,RS,8841
12230948,,8,4781400,"4763602,4772500,4782201,4754703,4713002,4789003,4789099,4789001,4783101,4763601,4755503",RS,8841
12251770,SANTOS ZAGO & CERVI - ADVOGADOS ASSOCIADOS,8,6911701,,RS,8841
12263871,,8,4712100,"4721103,4722901,4723700,4761003,4763601,4789001",RS,8841
12273183,,4,4781400,"4755503,1412602",RS,8841
12283211,CRIATIVE COMUNICACAO,8,3299004,"3299003,7312200",RS,8841
12294451,TETRA CURSOS,8,8599699,"8599603,8599605,8593700,8599604",RS,8841
12301109,OMD SERVICOS GERAIS,8,4399103,4330404,RS,8841
12305909,,4,4330404,4399103,RS,8841
12322481,CAROL SNOKER BAR,8,5611203,9200399,RS,8841
12328789,LENZ REFRIGERACAO E SISTEMA DE SEGURANCA,2,4751201,"4321500,4322302,4742300,4744001,4744099,4751202,4753900,4761003,4762800,6209100,9511800",RS,8841
12376951,RH VARIEDADES,2,4781400,"9602501,4789001,4723700,4721102,4763602,4763601,4772500,9602502,4782201,1091101",RS,8841
12392992,,8,4781400,"4772500,4782201,4759899,4789001,4755503",RS,8841
12399956,,8,4781400,"4783102,4789001",RS,8841
12000185,,4,5223100,,RS,8841
11428249,,8,2542000,"2511000,2512800,4330402",RS,8841
87397865,PERUZZO SUPERMERCADOS XVI,2,4711302,"1091101,5611203,5611201,8299799,5212500",RS,8841
12419320,CAVALHEIRO CONSTRUCOES,2,4120400,"4399103,4330401,4330402,4330404,4330405,4330499,4391600,4744099",RS,8841
92754738,LOJAS RENNER S.A.,2,4713004,"4772500,6619399,8291100",RS,8841
87026597,INSTITUTO PALOTINO CORACAO DE JESUS,8,9491000,,RS,8841
12442568,FARMACIA RIGUES,8,4771701,4772500,RS,8841
12449537,,8,4330404,"2599301,4399103,4321500,4330402,4322301,4399199,2330305,4330405",RS,8841
12450319,,8,4781400,"4772500,4782201,4789001,4755502,4755503",RS,8841
12454414,,2,4930202,,RS,8841
12458175,,8,4781400,,RS,8841
12463460,,8,4789002,8130300,RS,8841
12476174,BE-BEER 24 HORAS,8,4723700,"4729699,5611203,4712100",RS,8841
12478684,,2,4781400,"4755503,4789001,4713002,4772500",RS,8841
8998010,MUNDIAL,2,4759899,"4781400,4721104,4649499,4642701,4789005,4729699",RS,8841
12494672,MARIA GURIA MODAS,8,4781400,4751201,RS,8841
12500279,,8,4781400,,RS,8841
12504210,SINTELAR,4,4120400,"4330402,4330403,4330499,4330405",RS,8841
20340321,,2,4330405,,RS,8841
12521230,,2,9602502,,RS,8841
12535666,BOM PRECO,8,1742702,,RS,8841
12539587,EXCLUSIV DELICIAS,8,5611203,"5611201,4721104,4729699",RS,8841
12544660,,2,8020001,"8121400,8130300,8111700,8011101",RS,8841
12556590,,8,4330404,"4399103,4322301,2330305,4330405",RS,8841
12568984,,8,4399103,4322301,RS,8841
12569332,,4,4399103,"1622699,4321500,4330402,4322301,4330404,4330405",RS,8841
12571558,,8,8230001,4723700,RS,8841
12573510,CHICK LUCK,4,4781400,4782202,RS,8841
12596063,VCR,8,8599603,4723700,RS,8841
12597044,JK TURISMO,8,4929902,"4929901,4929904,4929903,4924800",RS,8841
12600539,SALAO ELO - SAUDE DO CABELO,2,9602501,,RS,8841
12604296,,2,8230001,,RS,8841
12606179,,8,5620101,5620102,RS,8841
12620363,,4,4120400,"4399103,4744099",RS,8841
12637779,,2,8112500,,RS,8841
12650976,A. J. MENDONCA,2,4322303,"4322301,4744003,4742300,4321500",RS,8841
12653099,DOCTOR HOUSE PRESTACAO DE SERVICOS MEDICOS LTDA,2,8650099,,RS,8841
12658349,SPALL EVENTOS,4,9329801,,RS,8841
12659338,,4,4520002,"4520005,4520001",RS,8841
12664213,,8,4781400,"4782201,4789001",RS,8841
12664924,,8,4330404,"4399103,4322301",RS,8841
12668947,,4,7420001,,RS,8841
12678618,,8,9511800,4751201,RS,8841
12684926,,2,9602501,"4755503,4781400",RS,8841
12691159,,8,4781400,"4782201,4789001,4755503",RS,8841
12691602,VJS BEBIDAS,2,4723700,"5611203,5611204,4712100,4921301,4922102,4924800",RS,8841
12696785,,4,4781400,"4782201,4755503",RS,8841
12702583,,8,4781400,"4789001,4755503",RS,8841
12703151,,2,4520006,"4520001,4530704",RS,8841
12710137,,8,4755503,"4789099,4781400,4789001",RS,8841
12711946,,4,4755502,"4759801,4763601,4781400,4789001,4762800",RS,8841
12717303,,4,1412602,,RS,8841
12722940,,4,4723700,4712100,RS,8841
12724169,,8,4755502,,RS,8841
12764716,,4,9602501,4772500,RS,8841
12765073,,8,4755502,"4751201,4762800,4781400,4789001,4763601",RS,8841
12768813,ROSELETE AGUIRRE MASSAIA,4,5611203,"5611204,9329803",RS,8841
12768984,CONFECCOES ALVES,8,4755503,"4781400,4772500,4641902",RS,8841
12795011,,8,9602502,"4781400,4772500",RS,8841
12804809,,8,9001902,9529199,RS,8841
12812950,,8,4399103,,RS,8841
12820084,ZUERA FESTAS,2,8230001,"4635499,4723700,4789099,5611201,5611203,5611205,5620102,5620104,9329899",RS,8841
12820301,,8,4781400,,RS,8841
12820410,,8,4616800,4755503,RS,8841
12821627,,2,4520001,"4520003,4520007,4530703,4732600,4930202,4930204,4930203",RS,8841
